entertainment_id,type,title,description,rating,content_rating_id,release_year,number_of_reviews
289,Anime,"Magical Twilight","Tsukasa Tachibana is taking his final exams for the third time, but little does he know is that he's the test for three witches, and things go from bad to worse! (Source: Wikipedia)",5.91,"Rx - Hentai",1994,855
337,Anime,"Stairs: Houkago no Album","Makoto has been best friends with the beautiful Une since they were kids. Every school morning, he rides his bike over to her place, picks her up, and takes her to the train station where they catch the train to high school. He`s very much in love with her, but doesn`t do anything until he discovers another guy in his class is about to make a move on her. Is it to late to tell her how he feels? Will fellow female classmate Nonoka confess her love to Makoto?",5.42,"Rx - Hentai",2001,701
270,Anime,"Lemon Angel (1988)","The sequel of the Cream Lemon: Lemon Angel.",5.74,"R+ - Mild Nudity",1988,457
397,Anime,"Kingdom of Chaos: Born to Kill","Neverland is a world where humans, demons and dieux live peacefully. Lord of the Kingdom of Bjor, wants to conquer the world... Anime based on the online game ""Kingdom of Chaos (K.O.C.)"".  (Source: AniDB)",5.48,"PG-13 - Teens 13 or older",2003,174
357,Anime,"Potemayo Specials","Potemayo DVD specials.",7.27,"PG-13 - Teens 13 or older",2007,2056
444,Anime,"Zombie-Loan Specials","The series was originally planned to be 20+ episodes but was cut short due to unknown circumstances. These specials released on the 7th DVD volume continue the story.",7,"PG-13 - Teens 13 or older",2008,15146
137,Anime,"Maicching Machiko-sensei","Machiko Mai is the newest teacher at Asama Elementary; she's young, beautiful, and has the perfect proportions—traits that attract the attention of not only her students, but the rest of the perverted faculty as well. Whether it's luring her in and spraying up her skirt with a hose or leaps and bounds to grab her breasts, there's nothing that Machiko's first year students won't try to do. Regardless of her embarrassing plight, Machiko is always a good sport and tries her best to help out her students—at any cost to her dignity!",6.21,"R+ - Mild Nudity",1981,700
256,Anime,The☆Ultraman,"The first animated Ultraman series.",6.41,"PG-13 - Teens 13 or older",1979,906
448,Anime,"Yuusha Shirei Dagwon","A huge space monster appeared in a city and began to destroy the city. People were escaping with screaming. Among them, there were five high school students, En, Kai, Shin, Yoku, and Ryu. However, they failed to escape, and they rushed into a patrol car parked nearby. The monster was approaching to them. When they began to accept their death, the patrol car glowed blue white and disappeared into a mysterious space carrying them. When they were astonished, it was an alien that appeared in front of them. He was a Bravian who is an officer of the Space Police Organization that was responsible for the peace and order of the universe. He explained them that he was aimed at by ferocious aliens in the Space Prison Sargasso. He added that he had given them a battle machine ""Dag Beagle"" made by copying machines on the Earth in order to fight against Sargasso. They turned into Dagwon by the power of Bravian, and fought against space monsters. At that moment, the patrol car came in front of En. En grew into the car and turned into the Brave Robot Dag Fire, then beaten the enemy. However, the fight between the Brave Dagwon and the felonious aliens of Sargasso had just begun.",6.94,"G - All Ages",1996,588
320,Anime,Mechiku,"The inter-office sexual politics begin when Ono, a college graduate and recent recruit, is assigned to the ""busiest"" section in the company. While Ono's not afraid of a little hard work, he is not about to let it interfere with his sex life. Ono is still confident that he can handle the toughest job and his girlfriend at the same time.  While Rie, his frisky girlfriend from the administration department, remains supportive of his new promotion it`s only a matter of time before jealousy rears its ugly head because Ono's new female manager is Sugiyama whose respected and admired for her management skills along with her voluptuous body....",4.85,"Rx - Hentai",1999,485
223,Anime,"Renzu: Futari no Kyori","During his high school years, Tohru Shioda saved his childhood friend Asuka Misaki in exchange for his golden leg. Unable to play soccer anymore, he now spends his time staring through his camera. Asuka still holds feelings for him, but there`s an emotion inside Shioda that keeps him from feeling the same way. Will there be a happy ending?",5.15,"Rx - Hentai",2000,496
217,Anime,"Miracle Shoujo Limit-chan","As a result of a traffic accident, Limit-chan is reborn as a cyborg and is given three types of supernatural powers. However, there is a catch: if she uses too much of them, her life will come to an end. (Source: ANN)",5.78,"G - All Ages",1973,216
173,Anime,"Bishoujo Comic Lolicon Angel: Mitsu no Aji","Three young girls try to identify a thief who stole money from one of them. There are three suspects and each girl investigates them separately. The suspects are: a girl from their class with a secret connection to her teacher, a young boy from their class who's in love with the girl that investigates him, and an old man from school who mistakes the girl that investigates him as his daughter.",5.34,"Rx - Hentai",1985,1268
294,Anime,"Kikou Souseiki Mospeada","Without warning in the year 2050, an alien race known only as the Inbit arrive, invade and successfully conquer the Earth. Years later and despite brutal past failures, the inhabitants of Mars Colony send out yet another desperate Liberation Force to try and reclaim their lost home world. The fleet is all but destroyed. However, a lone survivor, Stig Bernard, finds himself on Earth. Gathering a mere handful of resistance fighters, Stig journeys on towards the Inbit's headquarters at Reflex Point in an attempt to gather intelligence and, possibly, discover a way to beat them. (Source: ANN)",7.09,"R+ - Mild Nudity",1983,3427
206,Anime,"Genesis Climber Mospeada: Love, Live, Alive","After the original run of the television series, an OAV music video titled Genesis Climber Mospeada: Love Live Alive was specially (mostly due to demands of hardcore Mospeada fans) released in Japan in September 1985. The music video consisted of both old and new footage. The story of Love Live Alive chronicled the events after the ending of the original Mospeada, featuring Yellow Belmont as the main character. The music video focused on Yellow's concert and also on his flashback of past events. (Source: Wikipedia)",6.09,"PG - Children",1985,561
375,Anime,"Yes! Precure 5 GoGo!","Nozomi and friends are back, their role as Precure far from over. The girls are given new powers by the mysterious Flora, who awaits their arrival in a place called the Cure Rose Garden. But to reach that garden of legend, they have to use a magical relic known as the Rose Pact. Problem is, our heroes don't know how to use the thing. This leads them to seek help from the four monarchs of Palmier's neighboring  countries.  Not to make things too easy, dark forces are afoot once again. An evil organization, Eternal, is keen on adding the Rose Pact to its ever-growing collection of treasures. To make matters worse, the director of this dastardly museum seems to have a vested interest in the Cure Rose Garden. Fortunately, a new story brings with it new allies. Enter Syrup, the courier boy with a bad attitude. His desire to reach the Garden is pure, but who exactly is he? And for that matter, who's the new girl in town and why does she smell like roses?(Source: W-M)",7.21,"G - All Ages",2008,4337
406,Anime,Kaiba,"In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable. One day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew.Through a journey of self-discovery and acceptance, Kaiba weaves together tales of souls and spirits and explores the importance of memories.[Written by MAL Rewrite]",8.14,"R+ - Mild Nudity",2008,43780
441,Anime,"Sekai Meisaku Douwa: Mori wa Ikiteiru","Twelve Months is the story of an orphaned girl named Anya. When a spoiled princess, who is also orphaned, sees a picture of a Galanthus, she immediately wants one. However, the Galanthus only blooms in spring, in the month of April. It is New Year's Eve and there was no way that such a flower can be found in the middle of the winter. The princess offers a basket of gold to anyone who can bring her a bag of Galanthus.",6.73,"PG - Children",1980,1021
250,Anime,"Tongari Boushi no Memole","Memoru is one of 245 people who came to earth from the Riruru Star when their ship had an emergency crash-landing on earth. Memoru's people have such tiny bodies that they could stand on a human's palm. One day she hears lovely music, and she follows its source and comes upon a huge house she hasn't seen before to find a girl taller than her playing on the piano. Memoru visited her again secretly with her friends Popitu, Rupangu, and Pi, but the human girl, Marielle, seemed sick and likely to die any moment. Feeling sad for the girl, Memoru's tear drops on the girl's lips. The girl gets better and a strong friendship starts between them. (Source: ANN)",7.12,"G - All Ages",1984,1030
196,Anime,"Junk Boy","23-year-old Ryohei Yamazaki has just one thing on his mind: sex. And with his sweet-talking, honey-voiced ways, Ryohei has no trouble finding interested ladies. But none of them is just what he wants... none of them is PERFECT. Then he charms the beautiful editor of a hot magazine into hiring him. Journalism will never be the same again...(Source: Rotten Tomatoes)",5.87,"R+ - Mild Nudity",1987,4152
424,Anime,"Personal Computer Travel Tanteidan","The book fell onto a computer keyboard, giving anybody the ability to see into the past from Sho's home via the monitor. Ruffles, Chris' dog, managed to get lost in time, prompting Zenmaijikake and Sho's cousin Hisashi to search for her. Sho and Azusa kept watch and control of the computer from the present. The older children also had a hard time trying to keep what happened a secret from Sho's parents.(Source: Wikipedia)",6.01,"PG - Children",1983,430
143,Anime,"Takoyaki Mant-Man","In order to protect the earth from the aliens, the god of Takoyaki created the five warriors of justice, Takoyaki Mantle Man. They risk their lives for justice. Takoyaki Mantle Man has round face, and wear a white cape and octopus belt as their symbol. Red is a leader whose special attack is Pickled Ginger Clash. Green is an energetic and hasty boy whose special attack is Green Onion Nunchaku. Pink is a precocious girl whose special attack is Okaka Flash. Blue is a sweet crybaby whose special attack is Seaweed Buster. Yellow is a cheerful boy whose special attack is Tenkasu Beam. Takoyaki Mantle Man is cute and strong heroic characters, friendly to children. Their enemies are too silly to hate. It is a very lively and amusing story.(Source: ANN)",6.13,"PG - Children",1998,135
156,Anime,"Sailor Senshi Venus♥Five","Hikari is an ordinary school student. One day she meets Buccha the talking cat, who says that she's Venus Pink, warrior of the goddess Aphrodite. Along with four other girls she has to fight with perverted Necros and four lords of Inma Empire, who want to revive the god of lust, Apollo, and turn the world into a sex pit.(Source: ANN)",5.2,"Rx - Hentai",1994,756
330,Anime,"Net Ghost Pipopa","About a young boy named Akigawa Yuta who gets sucked into a virtual world through his cell phone. He meets three strange creatures that travel with him on Yuta's adventure in this strange new world.",6.76,"G - All Ages",2008,776
271,Anime,"Masuda Kousuke Gekijou Gag Manga Biyori 3","Based on Masuda Kosuke's popular gag manga. Famous for its cynicism and sarcasm. Features omnibus styled 5-minute episodes starring various characters; including historical figures.",7.02,"PG-13 - Teens 13 or older",2008,1324
276,Anime,"Natsume Yuujinchou","Due to an unusual ability to see strange creatures called youkai, Takashi Natsume has never fit in. Passed around from one foster home to another, he was left isolated and lonely. Over time, he has accepted that no one would ever believe him and has closed himself off to his current caretakers and classmates.When Natsume accidentally breaks an intangible barrier, he frees Madara—a mighty spirit in the form of a lucky cat. Madara notices that Natsume bears a remarkable resemblance to his late grandmother Reiko Natsume, an outcast girl who became known across the youkai world for creating the Book of Friends. It is now in Natsume's possession, along with its power to call upon the written names of the youkai Reiko had defeated. With no interest in its powers, Natsume decides to keep the book for the sake of his grandmother's memories and to protect it from scheming youkai. Therefore, he makes a deal with Madara: he will hand him the book once his time is up, and in turn, Madara will act as Natsume's unofficial bodyguard, nicknamed Nyanko-sensei. With his newfound goal of freeing those Reiko had sealed, Natsume's relationship with both youkai and humans slowly begins to improve. [Written by MAL Rewrite]",8.31,"PG-13 - Teens 13 or older",2008,182943
158,Anime,"Kojin Jugyou","Even as a young girl, Sara Iijima was a large-breasted woman. Because of this, she had felt self-conscious about herself... especially with men who were constantly leering at her. This only intensified when she was attacked by a rapist with a breast fetish. Although she escaped unharmed, this only made worse her insecurities. It was only because of the intervention of Dr. Chang that she was able to feel good about herself. Out of gratitude, Sara became Dr. Chang's protege in the method of psychic feedback, the method which was used to cure her of her insecurities. However, Dr. Sara's method of therapy is vastly different than what Dr. Chang had used. By swinging her huge breasts in a circle, she is able to induce a hypnotic trance in her patients, after which she is able to learn what is bothering the patient and offer the proper solution. There is a risk of using this: Sara is often vulnerable to the sexual appetites of her patients and she must maintain control of the situation Sara is not alone, though. She is often accompanied by Tamine, a man who cannot seem to get a woman, no matter how he tries. But Tamine is devoted to Sara (mostly because of her huge breasts, which he is able to cop a feel whenever the chance arises), and aids her in helping others in need.",5.3,"Rx - Hentai",1996,590
246,Anime,"Dirty Pair OVA","Set in the future Kei and Yuri are Trouble Consultants for The 3WA. Code Named ""Lovely Angels"", but, they are known throughout the galaxy as The Dirty Pair. They always solve their case, but, not without causing collateral damage and mayhem. (Source: ANN)",7.09,"PG-13 - Teens 13 or older",1987,2802
229,Anime,"Lupin III: Green vs. Red","Yasuo works at a ramen restaurant and is dating the pretty news reporter Yukiko. However, things aren't going well for him financially and after a customer leaves a green jacket behind, Yasuo starts adding to his income by walking the crowded streets of the Tokyo metroplex and stealing people's wallets. With this, he's able to buy his girlfriend a nice ring even though she says he didn't need to buy this for her. Over time, Yasuo becomes obsessed with becoming Lupin to the point that he reads and watches everything regarding him, he even works with Jigen for a time. However, when Yasuo learns of the Ice Cube diamond, he knows that if he can steal this, he will be the real Lupin. (Source: Lupin Wiki, edited)",6.63,"PG-13 - Teens 13 or older",2008,4091
212,Anime,"Hininden: Gauss","When Daisuke expressed love towards his girlfriend, he was taken away by the moonlight but little to his surprise that He was now the man of Guass. And now he must bear the burden that the man of Gauss carries and try to save the ancient world.",5.65,"Rx - Hentai",2005,922
238,Anime,"Kurenai Sanshirou","Young Sanshiro Kurenai is the proud heir of a judo dojo. One day, he finds his beloved father dead and a glass eye not too far from the corpse. Ready to avenge his father and take his honour back, Sanshiro and his friend Ken start searching for the mysterious one-eyed murderer... (Source: ANN)",6.37,"PG-13 - Teens 13 or older",1969,622
185,Anime,Saiyuuki,"Upon a mountain, a monkey is born from stone—nameless, parentless, and friendless. That is, until one day, he encounters a young female monkey named RinRin, who offers to be his friend. Through RinRin's encouragement, he becomes king after a test of bravery; however, his personality sours. When RinRin tells him that humans are the most intelligent creatures on Earth, the monkey vows to become smarter than them. He leaves RinRin behind and trains with a mountain hermit who gives him the name Son-Goku. Following Goku's imprisonment for using his newfound powers to steal a celestial fruit from heaven, he is rescued by a monk. In exchange, he is asked to accompany the monk on a journey to India. This journey will prove to be yet another challenge for the monkey to overcome. [Written by MAL Rewrite]",6.23,"G - All Ages",1960,1321
338,Anime,"Ebenbourg no Kaze","Claude was a poor scholar living in England, but is called back to become the Lord of Ronsard by a counselor known as Sophie. Claude's life begins anew with the fate of the city in his hands. But the exiled former lord Eric wants his power back and plans to assassinate Claude. At his new home, Claude meets the lovely maid of the mansion, Mylene.  (Source: ANN)",5.51,"Rx - Hentai",2003,641
279,Anime,"Captain Future: Kareinaru Taiyokei Race","Sequel of Captain Future.",5.96,"PG-13 - Teens 13 or older",1978,364
146,Anime,"Saikyou Robot Daiouja","This is the story of Mito Mitsukuni in mecha style. Prince of the Edon Star, Edward Mito begins a trip to the galaxy with his servant Baron Kalkus, Duke Skead and the ninja girl Shinobu. Under the false identity of Bocchan, Suke and Kaku they help the oppressed people and fight with the super robot Daioja.",6.51,"PG-13 - Teens 13 or older",1981,241
356,Anime,"Soukan Yuugi","Yuji just got himself a new board game and he can't wait to play. What Yuji doesn't know is that the game possesses secret powers - sexual powers, to be precise. He and his stepmother decide to give it a try. The game requires drawing cards from a deck that have sexual instructions on them. Though it starts out innocently enough, Yuji soon experiences sexual feelings for his opponent. As the game progresses and the sexual tension escalates, it culminates in a sexual free-for-all with his stepmother and stepsister. (Source: Boxtorrents)",6.72,"Rx - Hentai",2007,3748
314,Anime,Milkyway,"Based on the hentai PC game of the same name by Witch. A series about a man who owns a cafe called ""Milkyway"" and the group of young women who help him tend it.(Source: Anime Mikomi)",5.5,"Rx - Hentai",2003,465
442,Anime,"Toaru Majutsu no Index","Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city's population consists of students developing their psychic abilities as espers in various institutions. Among these students is Touma Kamijou, a high school boy with the lowest psychic rank of zero, but with a mysterious power no scientist can understand: ""Imagine Breaker,"" which allows him to negate other supernatural abilities. This, however, doesn't affect Kamijou's life in the least as he plays his role as a regular teenager; that is, until he meets the strange Index Librorum Prohibitorum, a young girl who has memorized the entirety of the forbidden grimoires, and now a dangerous organization is hunting Index down. With several magicians looking to harm the girl, Kamijou will defend his new companion at all costs as he discovers a strange new realm of the supernatural. [Written by MAL Rewrite]",7.35,"R - 17+ (violence & profanity)",2008,382674
190,Anime,"Yoshino no Hime","A girl prays to the Princess of Yoshino for a cherry to be in full bloom tomorrow. That is because the Princess is one of the spirit family governing all the cherries in the world and because the brother of the girl will go campaigning tomorrow. Since it's a ONA click on website to watch the video in raw Japanese.",5.66,"G - All Ages",2005,281
213,Anime,"Tekken Chinmi","Chinmi is a young Chinese boy devoted to martial arts training. Word of his skill reaches the kung-fu masters at the famous Dailin temple who invite him to study with them. Through his own dedication and the guidance of his teachers, Chinmi becomes one of the top students at the temple. Eventually, the time comes for him to leave Dailin and make a pilgrimage. On his journey he faces a number of dangers that test his skills, but he also meets many people who inspire him in different ways. A chastened but determined Chinmi returns to Dailin for advanced training. But soon his skills are needed again—the Mongol hordes are nearing the temple. (Source: ANN)",7.22,"PG-13 - Teens 13 or older",1988,1943
224,Anime,"Yamato Takeru","In the 25th century, a spaceship carrying 300 people leaves the earth in search of a new world in the solar system, but an unexpected accident occurs. They crash into a black hole which is connected to another universe. The people on the ship are cast adrift in an emergency capsule to a planet called Ismo. The story begins 12 years after they have reached Ismo. Ismo is a star of the Onam System, which corresponds to the Solar System in our universe. It is the only planet left in the Onam System. The Death Star called Yomi is a comet which regularly approaches the Onam System. There were once 8 planets in the Onam System. Many years ago, in the time of the gods, there was a war against the evil monster Yamatano Orochi (an 8-headed snake-like creature). The gods won the battle. Yamatano Orochi was locked into 8 stones, one of which is buried deep in the center of each planet. Nobody was supposed to have access to the core of the planets. However Tsukuyomi, an evil god who rules Yomi, succeeded in reaching the stones one after another, destroying 7 of the planets using his powerful robots, the Sky Warriors. However, when he tried to acquire the last stone from the planet Ismo, the most powerful Sky Warrior, Susanoo, got out of control and was blown away. A million years later, the Death Star Yomi is approaching the Onam System once again. Tsukuyomi, the master of Yomi, plans to take this opportunity to realize his dream of ruling the entire universe. He is desperate for the last stone containing Yamatano Orochi. If Tsukuyomi can get hold of this stone, Yamatano Orochi will return to life and its power will become his. Tsukuyomi needs Sky Warrior Susanoo to capture the stone, and sends 8 Sky Soldiers to get Susanoo back. But it is too late. Susanoo no longer belongs to Tsukuyomi. It belongs to Takeru, a 13-year-old boy from Earth, who happened to discover the buried robot Susanoo and woke it from its million-year-long sleep. Takeru becomes involved in the battle against the Sky Soldiers and their evil master, Tsukuyomi. Susanoo stands up to protect his friends and their planet. (Source: AnimeNfo)",6.63,"PG-13 - Teens 13 or older",1994,592
413,Anime,"Isourou Tengoku","Based on the manga by Aranaga Hikaru (あらなが輝)",5.42,"Rx - Hentai",1996,277
368,Anime,"M.E.M.: Yogosareta Junketsu","Deep underground, a scientist is transforming females into sex slaves. Some for selling, some for secret projects for his own enjoyment.",5.55,"Rx - Hentai",2000,625
251,Anime,"Fuuma no Kojirou: Seiken Sensou-hen","Hakuo Gakuin used to be a prestigious high school, and famous for martial arts. However, because its rival school; Seishikan, has been cowardly luring it's superior students, Hakuo was going to decline.  In order to recover from the situation, the acting principal of Hakuo; Hojo Himeko, sends Yagyu Ranko to the Fuma Village in search of the famous Fuma ninja clan for assistance. The leader of the Fuma sent Kojiro to Hakuo, there he faces the notorious Yasha clan who fights for Seishikan lead by Asuka Musashi. Soon Kojiro's comrades arrive and an all-out ninja war postponed for 500 years begins between the 2 clans. (Source: d-addicts)",6.26,"R - 17+ (violence & profanity)",1990,650
149,Anime,"Casshern Sins","In a distant future, Earth has become a wasteland and humanity as we know it has died out. All that remains are sentient robots. They were supposed to be able to live forever—until the one called Luna died and the Ruin started. Their bodies will rust, and there is nothing that can be done to fix it. Now the robots are left only to contemplate their deaths, kept going only by the rumor that if they eat the one called Casshern, they will gain immortality. Casshern knows nothing about his past, why he exists, or what he is, but he must find out, or he will face the constant torment of being hunted by robots who don't want to die. Casshern leaves death wherever he goes, but he must face it if he is to find out the truth of this world.[Written by MAL Rewrite]",7.51,"R - 17+ (violence & profanity)",2008,55791
210,Anime,"Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan","Lupin scores a ""magic lamp"" and finds it does hold a genie. However, the stroke of 7PM strikes, and that is the last thing he remembers. Finding himself in Singapore, Lupin must battle his way past the forces of Colonel Garlic and discover the secret behind the lamp. But every time the clock strikes 7PM, his memory is wiped clean! How can Lupin piece together this puzzle, when he can't even remember what he is doing?!(Source: Lupin III Encyclopedia)",6.96,"PG-13 - Teens 13 or older",2008,2206
426,Anime,Maria†Holic,"In search of true love, Kanako Miyamae transfers to Ame no Kisaki Catholic school, inspired by how her parents fell in love with each other there. There is just one difference, though: because men make Kanako break into hives, she has actually come to the all-girls school to find a partner of the same sex.When she meets the beautiful Mariya Shidou, Kanako believes she has found that special someone; however, there's more to Mariya than meets the eye—it turns out that Kanako's first love is actually a cross-dressing boy. Mariya threatens to expose Kanako's impure intentions unless she keeps his real gender a secret, and to make things worse, he also replaces her original roommate so that he can now keep a close eye on her.Maria†Holic follows Kanako as she looks for love in all the wrong places and searches for the girl of her dreams—that is, if she can survive being Mariya's roommate![Written by MAL Rewrite]",7.01,"PG-13 - Teens 13 or older",2009,76951
178,Anime,"Dragonaut: The Resonance - Kotou - Tozasareta Kyousou","An unaired 26th episode that will be in the final DVD.",6.79,"PG-13 - Teens 13 or older",2008,4296
254,Anime,"Techno Police 21C","The plot consists of a chase of a hijacked MBT-99A tank, designed by the United States Air Force (which is odd, but will become the saviour of Eleanor, as she can be ejected before the tank explodes, like a fighter jet). The audience is expected to be enamored with this vehicle. At one scene when it looks like the tank is sure to get away, the background music turns into cocktail-lounge jazz and sparkly lights swirl around the tank. The tank carries six ATGM launchers (which Ken is somehow able to dislodge with minimal trouble, along with a piece of the turret, towards the end of the movie), three to each side of the turret, and a laser-based machine-gun-esque installment, in addition to its rifled main gun. The tank's treads are dual-mounted (the tread is split in half, making four sets of treads for the tank). The employment of the laser, however, seems counter-productive to a machine-gun's mission, as it can only fire once every few seconds. If it can fire at higher rates, it does not do so, and tries to acquire a lock on its pursuer (Blader, in this case). This suggests a low ammunition capacity, unlike thousand-round-and-up machine-guns routinely mounted on modern tanks. It does not appear to have any effect on the road, either, which does not say much about its power. Another tank involved is the MBT-90D, which are dispatched by the Army (or Air Force—the movie never makes it clear if it is a joint effort, although the general who arrives midway into the movie is shown riding in something resembling an ADATS) to take out the tank. Despite having at least a platoon of these, the MBT-99 still evades capture. The M-90Ds are armed with a three-barreled autocannon, the calibre of which may be around fifteen to twenty millimeters. The MBT-90D is equipped with three ATGM missile launchers, on the left side of the turret, and its main cannon is mounted on the front, instead of on a turret. After the MBT-99's hijackers (who appear inside the tank after getting away from a recently-committed bank robbery), hired by a shadowy group, backed by a foreign nation seeking an edge in their military (the M-99 is presumably on its way to be tested at a separate base), are forced out by Ken and his team, Eleanor enters to study the tank, and it starts up on its own, having been programmed by the hijackers to head for a pier and drive off its end so as to rendezvous with an enemy submarine. The rest of the movie is made up of the chase through the city, resulting in the destruction of another bank (owned by the same corporation that built the first bank in the movie), and various collateral damage.",5.39,"PG-13 - Teens 13 or older",1982,676
422,Anime,Akikan!,"Hobbies are often a great way of meeting new people, but how could Kakeru Daichi, who collects rare juice cans, have ever suspected that he'd meet a fascinating new girl when he attempted to DRINK her? Naming her Melon, because she's got great melon... soda, Kakeru quickly learns that she's an Akikan—a beautiful girl who's also a special can created to fight other Akikans in a strange experiment to determine what kind of container is better: steel or aluminum!  Will becoming involved in this ridiculously twisted research project gone amuck complicate Kakeru's life incredibly? Of course it will, but because Melon's steel body needs carbon dioxide to breathe, he's now stuck with her since she's too CO2 dependent! And when his wealthy, attractive, best childhood friend Najimi gets HER own aluminum Akikan, the trouble really begins! (Source: Sentai Filmworks)",6.12,"PG-13 - Teens 13 or older",2009,62180
449,Anime,"Macross 25-shuunen Kinen: All That VF Macross F Version","Short movie about the Variable Fighters in Macross F.",6.21,"PG-13 - Teens 13 or older",2008,1390
364,Anime,"Trouble Evocation","Based on Ryoga Ryuen's erotic manga, which was originally serialized ""Kitty Time.""",5.65,"Rx - Hentai",1996,569
255,Anime,"Houkago 2 The Animation","Ryuichi's first sex doesn't go well and he can't get an erection since then. He starts to work at a girl's high school as a janitor but his work attitudes are terrible, so his dismissal is decided. When he is depressed to hear that, he meets Midori. And he gets an erection while talking to her. He can't stand it and rapes her. He has only one month to go so he decides to spend his time at school raping as many girls as possible.... (Source: ErogeShop)",5.76,"Rx - Hentai",2007,1262
141,Anime,Shangri-La,"In a post-apocalyptic society, much of earthquake-riddled Japan has been left to ruin, resulting in an abundance of greenery. Governments manage much of the world's emissions, resulting in a massive class divide and economic disparity. The Japanese government launches ""Project Atlas,"" a utopian city that will replace Tokyo but can only fit a certain amount of people. This limitation means that some people will have to live outside the city in jungles, as refugees. However, with any flawed plan comes those who are willing to challenge it. These include Kuniko Houjou, an heir to a renegade town; Mikuni, a mysterious and powerful child kept in a secret temple; Kunihito Kusanagi, a soldier for the high-tech and exclusive monopoly Atlas; Karin Ishida, a genius economics whiz with her hand in markets across the world; and the villainous Ryouko Naruse, leading Atlas in its domination of this future world. Can this group of rebels, forming a movement known as ""Metal-Age,"" band together to demonstrate that inclusion and teamwork prevail over cruel segregation? [Written by MAL Rewrite]",7.04,"PG-13 - Teens 13 or older",2009,19711
211,Anime,"Zettai Yareru Greece Shinwa","Comedy show based on Greek myths about how perverted the gods are.",5.7,"R+ - Mild Nudity",2008,151
377,Anime,"Hissatsu Chikan Nin","One day, when Koichi was on a crowded train, a girl in front of him suddenly cried out, ""He's a train molester!"" ""What!? No, I didn't do that!"" He was mistakenly arrested for train molestation. Two years later, Koichi is now on a train to take revenge on that girl, ""I'll do it....""",6.06,"Rx - Hentai",2008,1367
334,Anime,"Ippatsu Kanta-kun","Kanta lives with his mother, brothers, sisters, and dog named Judeth. He likes baseball, but his mom doesn't like him mentioning baseball, because his mother believes this was the cause of her husband's death. (Source: ANN)",6.16,"PG - Children",1977,271
414,Anime,"Ookami to Koushinryou II","Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profits along the way, while slowly uncovering more information about Holo's hometown. However, the road to Yoitsu is a bumpy one filled with many troubles—Lawrence runs into a charming young fellow merchant who has his eyes set on the female wolf companion, and he begins to doubt if Holo will remain by his side; he and the goddess will also have to consider precarious and risky business deals as Lawrence strives to achieve his dream of becoming a shopowner. All the while, with his determination tested at every turn during his journey, Lawrence must question his relationship with Holo, take on business ventures, and ask himself whether it is time for him and Holo to go their separate ways.[Written by MAL Rewrite]",8.31,"PG-13 - Teens 13 or older",2009,270754
160,Anime,"Monkey Punch: Manga Katsudou Daishashin","It's an animated variety show featuring the works of Monkey Punch that aired on WOWOW with the episodes being 52 minutes long. 12 episodes were aired between July 31, 2004 to June 25, 2005 and received a DVD exclusive 15 minute long special called Crime Mate.(Source: Wikipedia, Lupin III Wiki)",6.73,"R+ - Mild Nudity",2004,495
355,Anime,"Auction: Bijo Dorei","Based on something labelled 美少女奴隷市 (Bishoujo Dorei Shi) possibly with some involvement by someone named Sawada Naonori (澤田尚徳).(Source: AniDB)",5.38,"Rx - Hentai",2000,491
416,Anime,"Shimai Ningyou","Based on the game by Nine Heads. A brother and his sister were madly in love with each other, but their love would not last forever. His sister suffering from an illness that could not be cured, the brother did everything he could to help her. Things were going well until one day when he met a girl. With her introduction, things quickly changed for him and suddenly his sister's illness took a turn for the worse and eventually led her to death. However, his love for her was far too great for him to forget his memories of her. Feeling that god betrayed him, he went against his teachings and turned to a greater power: the demon! The demon agrees to help him out in exchange for the blood of a virgin girl—his new friend. (Source: AniDB)",5.43,"Rx - Hentai",2006,788
205,Anime,"Ayatsuri Ningyou","Shigeki is quite a normal student who constantly searches for adventures with young women.(Source: AniDB)",4.79,"Rx - Hentai",1999,331
447,Anime,"Uchuu Enban Dai-Sensou","The pilot movie of Grendizer. It is about Duke Fleed, a fugitive of the planet fleed, who was kicked out of his planet by the Armies of Vega. Fleed and the daughter of the king of Vega were in love before the war between their planets. The armies of Vega continue their fight with Duke Fleed. (Source: ANN)",5.6,"PG-13 - Teens 13 or older",1975,650
341,Anime,"Nihonichi Momotarou","An old couple finds a child in a fruit.",5.3,"G - All Ages",1928,874
